Type,Mod,Object Id,Editor Id,Name
WEAP,Oblivion.esm,0x03DB74,EnchIronDaggerShiver,Dagger of Ice I
WEAP,Oblivion.esm,0x02B564,EnchIronDaggerSpark,Dagger of Shocks I
WEAP,Oblivion.esm,0x03D7DC,EnchIronLongswordDraFatigue,Longsword en Weariness I
WEAP,Oblivion.esm,0x03DAEC,EnchIronLongswordEmber,Longsword of Burning I
WEAP,Oblivion.esm,0x03DB75,EnchIronLongswordShiver,Longsword of Ice I
WEAP,Oblivion.esm,0x02B565,EnchIronLongswordSpark,Longsword of Shocks I
WEAP,Oblivion.esm,0x0387B1,EnchIronMaceBurden,Mace of Loading I
WEAP,Oblivion.esm,0x03DAED,EnchIronMaceEmber,Mace of Burning I
WEAP,Oblivion.esm,0x03DB76,EnchIronMaceShiver,Mace of Ice I
WEAP,Oblivion.esm,0x02B566,EnchIronMaceSpark,Mace of Shocks I
WEAP,Oblivion.esm,0x0353CC,EnchIronMaceTurnUndead,Mace of Blessing I
WEAP,Oblivion.esm,0x03D7DD,EnchIronShortswordDraFatigue,Shortsword en Weariness I
WEAP,Oblivion.esm,0x03DAEE,EnchIronShortswordEmber,Shortsword of Burning I
WEAP,Oblivion.esm,0x03DB77,EnchIronShortswordShiver,Shortsword of Ice I
WEAP,Oblivion.esm,0x02B567,EnchIronShortswordSpark,Shortsword of Shocks I
WEAP,Oblivion.esm,0x03DAEF,EnchIronWarAxeEmber,War Axe of Burning I
WEAP,Oblivion.esm,0x03DB78,EnchIronWarAxeShiver,War Axe of Ice I
WEAP,Oblivion.esm,0x03537A,EnchIronWarAxeSoulTrap,War Axe of Souls I
WEAP,Oblivion.esm,0x02B571,EnchIronWarAxeSpark,War Axe of Shocks I
WEAP,Oblivion.esm,0x0387B2,EnchIronWarhammerBurden,Warhammer of Loading I
WEAP,Oblivion.esm,0x03DAF0,EnchIronWarhammerEmber,Warhammer of Burning I
WEAP,Oblivion.esm,0x03DB79,EnchIronWarhammerShiver,Warhammer of Ice I
WEAP,Oblivion.esm,0x02B572,EnchIronWarhammerSpark,Warhammer of Shocks I
WEAP,Oblivion.esm,0x0353CE,EnchIronWarhammerTurnUndead,Warhammer of Blesssing I
WEAP,Oblivion.esm,0x0387AE,EnchSilverBattleaxeAbsMagicka,Battle Axe ab Charging III
WEAP,Oblivion.esm,0x03AB6F,EnchSilverBattleaxeDamMagicka,Battle Axe de Sundering III
WEAP,Oblivion.esm,0x03D7CB,EnchSilverBattleAxeDispel,Battle Axe of Shedding III
WEAP,Oblivion.esm,0x03D7E2,EnchSilverBattleAxeDraMagicka,Battle Axe en Sundering III
WEAP,Oblivion.esm,0x03AB75,EnchSilverClaymoreAbsMagicka,Claymore ab Charging III
WEAP,Oblivion.esm,0x03AB74,EnchSilverClaymoreDamMagicka,Claymore de Sundering III
WEAP,Oblivion.esm,0x03D7CC,EnchSilverClaymoreDispel,Claymore of Shedding III
WEAP,Oblivion.esm,0x03D7E3,EnchSilverClaymoreDraMagicka,Claymore en Sundering III
WEAP,Oblivion.esm,0x0387AA,EnchSilverDaggerAbsMagicka,Dagger ab Charging III
WEAP,Oblivion.esm,0x03AB6E,EnchSilverDaggerDamMagicka,Dagger de Sundering III
WEAP,Oblivion.esm,0x03D7CD,EnchSilverDaggerDispel,Dagger of Shedding III
WEAP,Oblivion.esm,0x03D7E4,EnchSilverDaggerDraMagicka,Dagger en Sundering III
WEAP,Oblivion.esm,0x0387AC,EnchSilverLongswordAbsMagicka,Longsword ab Charging III
WEAP,Oblivion.esm,0x03AB70,EnchSilverLongswordDamMagicka,Longsword de Sundering III
WEAP,Oblivion.esm,0x03D7CE,EnchSilverLongswordDispel,Longsword of Shedding III
WEAP,Oblivion.esm,0x03D7E5,EnchSilverLongswordDraMagicka,Longsword en Sundering III
WEAP,Oblivion.esm,0x0387AD,EnchSilverMaceAbsMagicka,Mace ab Charging III
WEAP,Oblivion.esm,0x03AB73,EnchSilverMaceDamMagicka,Mace de Sundering III
WEAP,Oblivion.esm,0x03D7CF,EnchSilverMaceDispel,Mace of Shedding III
WEAP,Oblivion.esm,0x03D7E6,EnchSilverMaceDraMagicka,Mace en Sundering III
WEAP,Oblivion.esm,0x0387AB,EnchSilverShortswordAbsMagicka,Shortsword ab Charging III
WEAP,Oblivion.esm,0x03AB71,EnchSilverShortswordDamMagicka,Shortsword de Sundering III
WEAP,Oblivion.esm,0x03D7D0,EnchSilverShortswordDispel,Shortsword of Shedding III
WEAP,Oblivion.esm,0x03D7E7,EnchSilverShortswordDraMagicka,Shortsword en Sundering III
WEAP,Oblivion.esm,0x0387AF,EnchSilverWaraxeAbsMagicka,War Axe ab Charging III
WEAP,Oblivion.esm,0x03AB72,EnchSilverWaraxeDamMagicka,War Axe de Sundering III
WEAP,Oblivion.esm,0x03D7D1,EnchSilverWarAxeDispel,War Axe of Shedding III
WEAP,Oblivion.esm,0x04F038,EnchSilverWaraxeDraMagicka,War Axe en Sundering III
WEAP,Oblivion.esm,0x0387B0,EnchSilverWarhammerAbsMagicka,Warhammer ab Charging III
WEAP,Oblivion.esm,0x03AB6D,EnchSilverWarhammerDamMagicka,Warhammer de Sundering III
WEAP,Oblivion.esm,0x03D7D2,EnchSilverWarhammerDispel,Warhammer of Shedding III
WEAP,Oblivion.esm,0x04F03A,EnchSilverWarhammerDraMagicka,Warhammer en Sundering III
WEAP,Oblivion.esm,0x03D7D3,EnchSteelBattleAxeDraEndurance,Battle Axe en Fortitude II
WEAP,Oblivion.esm,0x03DAF1,EnchSteelBattleAxeEmber,Battle Axe of Burning II
WEAP,Oblivion.esm,0x03DB7A,EnchSteelBattleAxeShiver,Battle Axe of Ice II
WEAP,Oblivion.esm,0x035385,EnchSteelBattleAxeSoulTrap,Battle Axe Souls II
WEAP,Oblivion.esm,0x02B573,EnchSteelBattleAxeSpark,Battle Axe Shocking II
WEAP,Oblivion.esm,0x03DAF2,EnchSteelBowEmber,Bow of Burning II
WEAP,Oblivion.esm,0x03DB7B,EnchSteelBowShiver,Bow of Ice II
WEAP,Oblivion.esm,0x02B585,EnchSteelBowSpark,Bow of Shocks II
WEAP,Oblivion.esm,0x03DAF3,EnchSteelClaymoreEmber,Claymore of Burning II
WEAP,Oblivion.esm,0x03DB7C,EnchSteelClaymoreShiver,Claymore of Ice II
WEAP,Oblivion.esm,0x02B586,EnchSteelClaymoreSpark,Claymore of Shocks II
WEAP,Oblivion.esm,0x03D7D4,EnchSteelDaggerDraIntelligence,Dagger en Acuity II
WEAP,Oblivion.esm,0x03DAF4,EnchSteelDaggerEmber,Dagger of Burning II
WEAP,Oblivion.esm,0x03DB7D,EnchSteelDaggerShiver,Dagger of Ice II
WEAP,Oblivion.esm,0x02B588,EnchSteelDaggerSpark,Dagger of Shocks II
WEAP,Oblivion.esm,0x03D7D5,EnchSteelLongswordDraAgility,Longsword en Grace II
WEAP,Oblivion.esm,0x03DAF5,EnchSteelLongswordEmber,Longsword of Burning II
WEAP,Oblivion.esm,0x03DB7E,EnchSteelLongswordShiver,Longsword of Ice II
WEAP,Oblivion.esm,0x02B589,EnchSteelLongswordSpark,Longsword of Shocks II
WEAP,Oblivion.esm,0x0387B4,EnchSteelMaceBurden,Mace of Loading II
WEAP,Oblivion.esm,0x03D7D6,EnchSteelMaceDraWillpower,Mace en Apathy II
WEAP,Oblivion.esm,0x03DAF6,EnchSteelMaceEmber,Mace of Burning II
WEAP,Oblivion.esm,0x03DB7F,EnchSteelMaceShiver,Mace of Ice II
WEAP,Oblivion.esm,0x02B58A,EnchSteelMaceSpark,Mace of Shocks II
WEAP,Oblivion.esm,0x0353D0,EnchSteelMaceTurnUndead,Mace of Blessing II
WEAP,Oblivion.esm,0x03D7D7,EnchSteelShortswordDraSpeed,Shortsword en Alacrity II
WEAP,Oblivion.esm,0x03DAF7,EnchSteelShortswordEmber,Shortsword of Burning II
WEAP,Oblivion.esm,0x03DB80,EnchSteelShortswordShiver,Shortsword of Ice II
WEAP,Oblivion.esm,0x02D72E,EnchSteelShortswordSpark,Shortsword of Shocks II
WEAP,Oblivion.esm,0x03D7D8,EnchSteelWarAxeDraLuck,War Axe en Doom II
WEAP,Oblivion.esm,0x03DAF8,EnchSteelWarAxeEmber,War Axe of Burning II
WEAP,Oblivion.esm,0x03DB81,EnchSteelWarAxeShiver,War Axe of Ice II
WEAP,Oblivion.esm,0x035396,EnchSteelWarAxeSoulTrap,War Axe of Souls II
WEAP,Oblivion.esm,0x02B58B,EnchSteelWarAxeSpark,War Axe of Shocks II
WEAP,Oblivion.esm,0x0387B3,EnchSteelWarhammerBurden,Warhammer of Loading II
WEAP,Oblivion.esm,0x03D7D9,EnchSteelWarhammerDraStrength,Warhammer en Might II
WEAP,Oblivion.esm,0x03DAF9,EnchSteelWarhammerEmber,Warhammer of Burning II
WEAP,Oblivion.esm,0x03DB82,EnchSteelWarhammerShiver,Warhammer of Ice II
WEAP,Oblivion.esm,0x02B58C,EnchSteelWarhammerSpark,Warhammer of Shocks II
WEAP,Oblivion.esm,0x0353CF,EnchSteelWarhammerTurnUndead,Warhammer of Blessing II
WEAP,Oblivion.esm,0x0B0705,MQMartinSword,Martin's Ice Sword
WEAP,Oblivion.esm,0x01CECC,MS02StaffOfFlame,Lorgren's Staff
WEAP,Oblivion.esm,0x0C55FF,ReplicaWeapElvenLongSword,Elven Longsword Replica
WEAP,Oblivion.esm,0x0912BE,StaffofBurden,Staff of Loading II
WEAP,Oblivion.esm,0x0912BF,StaffofBurdenGreater,Staff of Loading III
WEAP,Oblivion.esm,0x0912D8,StaffofBurdenLesser,Staff of Loading I
WEAP,Oblivion.esm,0x0912C1,StaffofCalm,Staff of Serenity II
WEAP,Oblivion.esm,0x0912C2,StaffofCalmGreater,Staff of Serenity III
WEAP,Oblivion.esm,0x0912C0,StaffofCalmLesser,Staff of Serenity I
WEAP,Oblivion.esm,0x0912C7,StaffofCharm,Rod of Beguilment II
WEAP,Oblivion.esm,0x0912C8,StaffofCharmGreater,Rod of Beguilment III
WEAP,Oblivion.esm,0x0912C6,StaffofCharmLesser,Rod of Beguilment I
WEAP,Oblivion.esm,0x0912CD,StaffofCommandCreature,Staff of Taming II
WEAP,Oblivion.esm,0x0912CE,StaffofCommandCreatureGreater,Staff of Taming III
WEAP,Oblivion.esm,0x0912CC,StaffofCommandCreatureLesser,Staff of Taming I
WEAP,Oblivion.esm,0x0912D0,StaffofCommandHumanoid,Staff of Enslavement II
WEAP,Oblivion.esm,0x0912D1,StaffofCommandHumanoidGreater,Staff of Enslavement III
WEAP,Oblivion.esm,0x0912CF,StaffofCommandHumanoidLesser,Staff of Enslavement I
WEAP,Oblivion.esm,0x0912D3,StaffofDamageAgility,Staff de Fumbling II
WEAP,Oblivion.esm,0x0912D4,StaffofDamageAgilityGreater,Staff de Fumbling III
WEAP,Oblivion.esm,0x0912D2,StaffofDamageAgilityLesser,Staff de Fumbling I
WEAP,Oblivion.esm,0x0912D6,StaffofDamageEndurance,Staff de Frailty II
WEAP,Oblivion.esm,0x0912E1,StaffofDamageEnduranceGreater,Staff de Frailty III
WEAP,Oblivion.esm,0x0912D5,StaffofDamageEnduranceLesser,Staff de Frailty I
WEAP,Oblivion.esm,0x0912D9,StaffofDamageFatigue,Staff de Tiring II
WEAP,Oblivion.esm,0x0912DA,StaffofDamageFatigueGreater,Staff de Tiring III
WEAP,Oblivion.esm,0x0912DB,StaffofDamageFatigueLesser,Staff de Tiring I
WEAP,Oblivion.esm,0x0912DC,StaffofDamageHealth,Staff de Wounding II
WEAP,Oblivion.esm,0x0912DD,StaffofDamageHealthGreater,Staff de Wounding III
WEAP,Oblivion.esm,0x0912DE,StaffofDamageHealthLesser,Staff de Wounding I
WEAP,Oblivion.esm,0x0912DF,StaffofDamageIntelligence,Staff de Idiocy II
WEAP,Oblivion.esm,0x0912D7,StaffofDamageIntelligenceGreater,Staff de Idiocy III
WEAP,Oblivion.esm,0x0912E0,StaffofDamageIntelligenceLesser,Staff de Idiocy I
WEAP,Oblivion.esm,0x0912E2,StaffofDamageLuck,Staff de Doom II
WEAP,Oblivion.esm,0x0912E3,StaffofDamageLuckGreater,Staff de Doom III
WEAP,Oblivion.esm,0x0912E4,StaffofDamageLuckLesser,Staff de Doom I
WEAP,Oblivion.esm,0x0912E5,StaffofDamageMagicka,Staff de Sundering II
WEAP,Oblivion.esm,0x0912E6,StaffofDamageMagickaGreater,Staff de Sundering III
WEAP,Oblivion.esm,0x0912E7,StaffofDamageMagickaLesser,Staff de Sundering I
WEAP,Oblivion.esm,0x0912E8,StaffofDamagePersonality,Staff de Enmity II
WEAP,Oblivion.esm,0x0912E9,StaffofDamagePersonalityGreater,Staff de Enmity III
WEAP,Oblivion.esm,0x0912EA,StaffofDamagePersonalityLesser,Staff de Enmity I
WEAP,Oblivion.esm,0x0912EB,StaffofDamageSpeed,Staff de Slowing II
WEAP,Oblivion.esm,0x0912EC,StaffofDamageSpeedGreater,Staff de Slowing III
WEAP,Oblivion.esm,0x0912ED,StaffofDamageSpeedLesser,Staff de Slowing I
WEAP,Oblivion.esm,0x0912EE,StaffofDamageStrength,Staff de Debility II
WEAP,Oblivion.esm,0x0912EF,StaffofDamageStrengthGreater,Staff de Debility III
WEAP,Oblivion.esm,0x0912F0,StaffofDamageStrengthLesser,Staff de Debility I
WEAP,Oblivion.esm,0x0912F1,StaffofDamageWillpower,Staff de Apathy II
WEAP,Oblivion.esm,0x0912F2,StaffofDamageWillpowerGreater,Staff de Apathy III
WEAP,Oblivion.esm,0x0912F3,StaffofDamageWillpowerLesser,Staff de Apathy I
WEAP,Oblivion.esm,0x0912F5,StaffofDemoralize,Staff of Demoralize II
WEAP,Oblivion.esm,0x0912F6,StaffofDemoralizeGreater,Staff of Demoralize III
WEAP,Oblivion.esm,0x0912F4,StaffofDemoralizeLesser,Staff of Demoralize I
WEAP,Oblivion.esm,0x0914C4,StaffofDiminishing,Staff en Ruin I
WEAP,Oblivion.esm,0x0912FB,StaffofDisintegrateArmor,Staff of Corrosion II
WEAP,Oblivion.esm,0x0912FC,StaffofDisintegrateArmorGreater,Staff of Corrosion III
WEAP,Oblivion.esm,0x0912FA,StaffofDisintegrateArmorLesser,Staff of Corrosion I
WEAP,Oblivion.esm,0x091301,StaffofDisintegrateWeapon,Staff of Fragments II
WEAP,Oblivion.esm,0x091302,StaffofDisintegrateWeaponGreater,Staff of Fragments III
WEAP,Oblivion.esm,0x091300,StaffofDisintegrateWeaponLesser,Staff of Fragments I
WEAP,Oblivion.esm,0x0912FE,StaffofDispel,Rod of Shedding II
WEAP,Oblivion.esm,0x0912FF,StaffofDispelGreater,Rod of Shedding III
WEAP,Oblivion.esm,0x0912FD,StaffofDispelLesser,Rod of Shedding I
WEAP,Oblivion.esm,0x091304,StaffofDrainAgility,Staff en Fumbling II
WEAP,Oblivion.esm,0x091305,StaffofDrainAgilityGreater,Staff en Fumbling III
WEAP,Oblivion.esm,0x091303,StaffofDrainAgilityLesser,Staff en Fumbling I
WEAP,Oblivion.esm,0x091307,StaffofDrainEndurance,Staff of Frailty II
WEAP,Oblivion.esm,0x091308,StaffofDrainEnduranceGreater,Staff of Frailty III
WEAP,Oblivion.esm,0x091306,StaffofDrainEnduranceLesser,Staff of Frailty I
WEAP,Oblivion.esm,0x09130B,StaffofDrainFatigue,Staff en Tiring II
WEAP,Oblivion.esm,0x09130A,StaffofDrainFatigueGreater,Staff en Tiring III
WEAP,Oblivion.esm,0x091309,StaffofDrainFatigueLesser,Staff en Tiring I
WEAP,Oblivion.esm,0x09130F,StaffofDrainIntelligence,Staff en Idiocy II
WEAP,Oblivion.esm,0x091310,StaffofDrainIntelligenceGreater,Staff en Idiocy III
WEAP,Oblivion.esm,0x091311,StaffofDrainIntelligenceLesser,Staff en Idiocy I
WEAP,Oblivion.esm,0x091312,StaffofDrainLuck,Staff en Doom II
WEAP,Oblivion.esm,0x091313,StaffofDrainLuckGreater,Staff en Doom III
WEAP,Oblivion.esm,0x091314,StaffofDrainLuckLesser,Staff en Doom I
WEAP,Oblivion.esm,0x091315,StaffofDrainMagicka,Staff en Sundering II
WEAP,Oblivion.esm,0x091316,StaffofDrainMagickaGreater,Staff en Sundering III
WEAP,Oblivion.esm,0x091317,StaffofDrainMagickaLesser,Staff en Sundering I
WEAP,Oblivion.esm,0x09131B,StaffofDrainSpeed,Staff en Slowness II
WEAP,Oblivion.esm,0x09131C,StaffofDrainSpeedGreater,Staff en Slowness III
WEAP,Oblivion.esm,0x09131D,StaffofDrainSpeedLesser,Staff en Slowness I
WEAP,Oblivion.esm,0x09131E,StaffofDrainStrength,Staff en Frailty II
WEAP,Oblivion.esm,0x09131F,StaffofDrainStrengthGreater,Staff en Frailty III
WEAP,Oblivion.esm,0x091320,StaffofDrainStrengthLesser,Staff en Frailty I
WEAP,Oblivion.esm,0x091321,StaffofDrainWillpower,Staff en Apathy II
WEAP,Oblivion.esm,0x091322,StaffofDrainWillpowerGreater,Staff en Apathy III
WEAP,Oblivion.esm,0x091323,StaffofDrainWillpowerLesser,Staff en Apathy I
WEAP,Oblivion.esm,0x091325,StaffofFireDamage,Staff of Flares II
WEAP,Oblivion.esm,0x091328,StaffofFireDamageArea,Staff of Immolation II
WEAP,Oblivion.esm,0x091329,StaffofFireDamageAreaGreater,Staff of Immolation III
WEAP,Oblivion.esm,0x091327,StaffofFireDamageAreaLesser,Staff of Immolation I
WEAP,Oblivion.esm,0x091326,StaffofFireDamageGreater,Staff of Flares III
WEAP,Oblivion.esm,0x091324,StaffofFireDamageLesser,Staff of Flares I
WEAP,Oblivion.esm,0x09132B,StaffofFrostDamage,Staff of Ice II
WEAP,Oblivion.esm,0x09132E,StaffofFrostDamageArea,Staff of Sleet II
WEAP,Oblivion.esm,0x09132F,StaffofFrostDamageAreaGreater,Staff of Sleet III
WEAP,Oblivion.esm,0x09132D,StaffofFrostDamageAreaLesser,Staff of Sleet I
WEAP,Oblivion.esm,0x09132C,StaffofFrostDamageGreater,Staff of Ice III
WEAP,Oblivion.esm,0x09132A,StaffofFrostDamageLesser,Staff of Ice I
WEAP,Oblivion.esm,0x091331,StaffofLight,Rod of Light II
WEAP,Oblivion.esm,0x091332,StaffofLightGreater,Rod of Light III
WEAP,Oblivion.esm,0x091330,StaffofLightLesser,Rod of Light I
WEAP,Oblivion.esm,0x091333,StaffofOpen,Rod of Locks II
WEAP,Oblivion.esm,0x091335,StaffofOpenGreater,Rod of Locks III
WEAP,Oblivion.esm,0x091334,StaffofOpenLesser,Rod of Locks I
WEAP,Oblivion.esm,0x091338,StaffofParalyzeAreaGreater,Staff of Stopping III
WEAP,Oblivion.esm,0x091336,StaffofParalyzeAreaLesser,Staff of Stopping I
WEAP,Oblivion.esm,0x0914B5,StaffofShockDamage,Staff of Lightning II
WEAP,Oblivion.esm,0x0914B8,StaffofShockDamageArea,Staff of Storms II
WEAP,Oblivion.esm,0x0914B9,StaffofShockDamageAreaGreater,Staff of Storms III
WEAP,Oblivion.esm,0x0914B7,StaffofShockDamageAreaLesser,Staff of Storms I
WEAP,Oblivion.esm,0x0914B6,StaffofShockDamageGreater,Staff of Lightning III
WEAP,Oblivion.esm,0x0914CA,StaffofShockDamageLesser,Staff of Lightning I
WEAP,Oblivion.esm,0x0914BB,StaffofSilence,Staff of Silence II
WEAP,Oblivion.esm,0x0914BC,StaffofSilenceGreater,Staff of Silence III
WEAP,Oblivion.esm,0x0914BA,StaffofSilenceLesser,Staff of Silence I
WEAP,Oblivion.esm,0x0914BE,StaffofTelekinesis,Rod of Fetching II
WEAP,Oblivion.esm,0x0914BF,StaffofTelekinesisGreater,Rod of Fetching III
WEAP,Oblivion.esm,0x0914BD,StaffofTelekinesisLesser,Rod of Fetching I
WEAP,Oblivion.esm,0x0914D1,StaffoftheHealer,Rod of the Healer
WEAP,Oblivion.esm,0x0914C1,StaffofTurnUndeadArea,Staff of Blessing II
WEAP,Oblivion.esm,0x0914C2,StaffofTurnUndeadAreaGreater,Staff of Blessing III
WEAP,Oblivion.esm,0x0914C0,StaffofTurnUndeadAreaLesser,Staff of Blessing I
WEAP,Oblivion.esm,0x0914C8,StaffofWeakness,Staff of Weakness
WEAP,Oblivion.esm,0x0914C3,StaffofWithering,Staff en Ruin II
WEAP,Oblivion.esm,0x014F14,TG11ElvenLongSword,Ayleid Longsword
WEAP,Oblivion.esm,0x0CA153,UniqueStaffApotheosis,Staff of Apotheosis
WEAP,Oblivion.esm,0x0229B3,WeapElvenLongSword,Elven Longsword
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462E2,LAPPoisonCombustionAOOO,X Combustion I
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462E3,LAPPoisonCombustionBOOO,X Combustion II
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462E5,LAPPoisonCombustionCOOO,X Combustion III
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462E7,LAPPoisonFreezingGraspAOOO,X Freezing Grasp I
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462E9,LAPPoisonFreezingGraspBOOO,X Freezing Grasp II
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462EB,LAPPoisonFreezingGraspCOOO,X Freezing Grasp III
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462ED,LAPPoisonRustAOOO,X Devouring Rust I
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462EF,LAPPoisonRustBOOO,X Devouring Rust II
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462F1,LAPPoisonRustCOOO,X Devouring Rust III
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462F3,LAPPoisonShockingAOOO,X Shocker I
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462F5,LAPPoisonShockingBOOO,X Shocker II
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x0462F7,LapPoisonShockingCOOO,X Shocker III
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BDB,PotionRestoreFatigueS2,Resting IV
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BDC,PotionRestoreFatigueS3,Resting V
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BDE,PotionRestoreFatigueS4,Resting VI
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BE0,PotionRestoreFatigueS5,Resting VII
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BE2,PotionRestoreFatigueS6,Resting VIII
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x02E3A9,PotionRestoreHealthS2,Healing IV
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x02E3AA,PotionRestoreHealthS3,Healing V
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x02E3AC,PotionRestoreHealthS4,Healing VI
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x02E3B0,PotionRestoreHealthS5,Healing VII
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x02E3AE,PotionRestoreHealthS6,Healing VIII
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BEC,PotionRestoreMagickaS2,Charging IV
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BED,PotionRestoreMagickaS3,Charging V
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BEF,PotionRestoreMagickaS4,Charging VI
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BF1,PotionRestoreMagickaS5,Charging VII
ALCH,Oscuro's_Oblivion_Overhaul.esm,0x010BF3,PotionRestoreMagickaS6,Charging VIII
BOOK,Oscuro's_Oblivion_Overhaul.esm,0x01EB9B,ScrollDrainHealth1Kill,Kill I
BOOK,Oscuro's_Oblivion_Overhaul.esm,0x01EB9C,ScrollDrainHealth2Kill,Kill II
BOOK,Oscuro's_Oblivion_Overhaul.esm,0x01EB9D,ScrollDrainHealth3Kill,Kill III
BOOK,Oscuro's_Oblivion_Overhaul.esm,0x01EB9E,ScrollDrainHealth4Kill,Kill IV
BOOK,Oscuro's_Oblivion_Overhaul.esm,0x01EB9F,ScrollDrainHealth5Kill,Kill V
INGR,Oscuro's_Oblivion_Overhaul.esm,0x03266F,Bearmeat,"Meat, Bear"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x02EAD2,GuarMeat,"Meat, Guar"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x0084EE,Horsemeat,"Meat, Horse"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x008502,Lionmeat,"Meat, Mountain Lion"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x00329E,Lionmeatleopard,"Meat, Jaguar"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x0032A0,Lionmeatleopardsnow,"Meat, Snow Leopard"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x00329D,Lionmeatsnow,"Meat, Snow Lion"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x007FCF,Wolfmeat,"Meat, Wolf"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x0032A2,Wolfmeatsnow,"Meat, Tundra Wolf"
INGR,Oscuro's_Oblivion_Overhaul.esm,0x003D12,WolfmeatWarg,"Meat, Shadow Wolf"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F66,StaffLightAshenOOO,"Luminor, Ashenwood"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F5D,StaffLightBlackOOO,"Luminor, Black Wood"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F69,StaffLightBrownOOO,"Luminor, Brown Wood"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F64,StaffLightDaedricOOO,"Luminor, Daedric"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F63,StaffLightDwarvenOOO,"Luminor, Dwemer"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F5F,StaffLightEbonyOOO,"Luminor, Ebony"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F60,StaffLightElvenOOO,"Luminor, Elven"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F65,StaffLightGlassOOO,"Luminor, Glass"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F67,StaffLightOakenOOO,"Luminor, Oaken"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F61,StaffLightOrcishOOO,"Luminor, Orcish"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F5E,StaffLightSilverOOO,"Luminor, Silver"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F62,StaffLightSteelOOO,"Luminor, Steel"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F6A,StaffLightWhiteOOO,"Luminor, White Wood"
LIGH,Oscuro's_Oblivion_Overhaul.esm,0x048F68,StaffLightYewOOO,"Luminor, Yew"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x003651,BearPelt01a,"Pelt, Large Bear"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x026955,BearPelt01aSpecial,"Pelt, Giant Bear"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x02F9F9,BearPelt01Kodiak,"Pelt, Kodiak Bear"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x003653,BearPelt01Kodiaka,"Pelt, Large Kodiak Bear"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x0098C9,BearPelt01Polar,"Pelt, Arctic Bear"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x032670,BoarPelt01,"Pelt, Boar"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x003652,BoarPelt01a,"Pelt, Large Boar"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x0026E3,DeerPelt1,"Pelt, Deer"
MISC,Oscuro's_Oblivion_Overhaul.esm,0x003654,DeerPelt1a,"Pelt, Large Deer"
